-5;-3.39433;5900.9;-0.488105;122.007;0.488105;0.0763324;-0.00495703
-4.89899;-3.34048;5715.31;-0.487563;121.738;0.487563;0.0837315;-0.0054887
-4.79798;-3.28572;5529.58;-0.486923;121.42;0.486923;0.0884571;-0.00580904
-4.69697;-3.22921;5341.14;-0.486049;120.986;0.486049;0.09485;-0.00628588
-4.59596;-3.1779;5172.81;-0.485779;120.853;0.485779;0.0987408;-0.00655439
-4.49495;-3.11972;4985.37;-0.484676;120.308;0.484676;0.110897;-0.007423
-4.39394;-3.06182;4802.28;-0.483569;119.763;0.483569;0.124319;-0.00838258
-4.29293;-3.00559;4627.6;-0.482647;119.307;0.482647;0.129989;-0.00876133
-4.19192;-2.95198;4464.04;-0.482029;119.003;0.482029;0.135091;-0.00917484
-4.09091;-2.88734;4271.02;-0.479962;117.99;0.479962;0.155456;-0.0106921
-3.9899;-2.83775;4125.7;-0.479796;117.91;0.479796;0.167177;-0.0115165
-3.88889;-2.77855;3955.51;-0.478362;117.21;0.478362;0.178825;-0.0124148
-3.78788;-2.71499;3776.84;-0.476388;116.247;0.476388;0.195464;-0.0136004
-3.68687;-2.66093;3628.31;-0.475484;115.814;0.475484;0.224824;-0.0158114
-3.58586;-2.6027;3471.3;-0.474004;115.095;0.474004;0.231228;-0.0164621
-3.48485;-2.54377;3316.1;-0.472427;114.335;0.472427;0.253206;-0.0180927
-3.38384;-2.48191;3156.97;-0.470376;113.348;0.470376;0.27147;-0.0194825
-3.28283;-2.42526;3014.79;-0.469024;112.704;0.469024;0.30313;-0.0219437
-3.18182;-2.3647;2866.51;-0.467022;111.753;0.467022;0.346848;-0.0254012
-3.08081;-2.30313;2719.38;-0.464778;110.686;0.464778;0.371318;-0.0273431
-2.9798;-2.24416;2582.03;-0.462862;109.778;0.462862;0.391199;-0.0291532
-2.87879;-2.18635;2451.17;-0.461069;108.941;0.461069;0.450432;-0.0337981
-2.77778;-2.11833;2301.25;-0.457507;107.27;0.457507;0.483101;-0.0367348
-2.67677;-2.04685;2149.37;-0.453242;105.301;0.453242;0.59943;-0.0455256
-2.57576;-1.99489;2041.59;-0.452109;104.776;0.452109;0.609179;-0.0472756
-2.47475;-1.93114;1913.73;-0.44889;103.306;0.44889;0.705764;-0.0552791
-2.37374;-1.86724;1789.52;-0.445507;101.767;0.445507;0.777554;-0.061747
-2.27273;-1.80384;1670.2;-0.442031;100.189;0.442031;0.819836;-0.0654108
-2.17172;-1.73961;1553.81;-0.438261;98.5038;0.438261;0.925982;-0.0748992
-2.07071;-1.67022;1433.11;-0.43314;96.2489;0.43314;1.12399;-0.0929658
-1.9697;-1.60124;1317.85;-0.42789;93.9584;0.42789;1.31234;-0.109849
-1.86869;-1.53119;1205.54;-0.422116;91.4641;0.422116;1.47102;-0.125826
-1.76768;-1.46821;1108.56;-0.417566;89.5114;0.417566;1.55953;-0.134901
-1.66667;-1.39697;1004.29;-0.410732;86.646;0.410732;1.8413;-0.162646
-1.56566;-1.31797;894.634;-0.401586;82.8791;0.401586;2.15043;-0.196739
-1.46465;-1.25172;807.523;-0.395091;80.2598;0.395091;2.48;-0.230835
-1.36364;-1.17659;714.173;-0.385689;76.5358;0.385689;2.89089;-0.273393
-1.26263;-1.09402;618.478;-0.373038;71.6974;0.373038;3.55702;-0.355406
-1.16162;-1.01991;538.353;-0.362107;67.6441;0.362107;4.26672;-0.438926
-1.06061;-0.952185;470.004;-0.351413;63.8153;0.351413;5.15239;-0.554405
-0.959596;-0.868903;392.011;-0.334729;58.0135;0.334729;5.92367;-0.674346
-0.858586;-0.787667;323.261;-0.316832;52.1802;0.316832;7.60614;-0.913517
-0.757576;-0.707168;261.339;-0.296622;45.9319;0.296622;9.22564;-1.16657
-0.656566;-0.626083;205.412;-0.271632;38.7803;0.271632;10.9452;-1.5274
-0.555556;-0.546918;157.55;-0.243312;31.4879;0.243312;14.2593;-2.11874
-0.454545;-0.471626;117.798;-0.209354;23.8625;0.209369;18.9395;-3.12847
-0.353535;-0.40529;87.365;-0.171813;16.8455;0.17192;26.1143;-4.89731
-0.252525;-0.343931;63.023;-0.125303;9.96591;0.126692;38.5632;-7.63132
-0.151515;-0.305553;49.5614;-0.0822639;5.39325;0.0879945;76.6533;-12.7273
-0.0505051;-0.283188;42.4682;-0.0319073;2.64793;0.0577442;552.014;-42.1081
0.0505051;-0.282038;42.1855;0.027567;2.60362;0.0573596;571.723;43.8478
0.151515;-0.30304;48.8853;0.0778148;5.15301;0.0845103;81.3082;13.5484
0.252525;-0.34952;65.0193;0.130414;10.5429;0.131245;38.7546;7.26619
0.353535;-0.406801;87.9001;0.174179;17.1229;0.174266;25.3702;4.49651
0.454545;-0.4714;117.756;0.209974;23.9846;0.209975;19.265;3.10414
0.555556;-0.548471;158.521;0.244251;31.7513;0.244252;14.581;2.1709
0.656566;-0.625937;205.539;0.271607;38.8404;0.271607;11.4572;1.6295
0.757576;-0.706862;261.029;0.296194;45.8057;0.296194;9.07205;1.17139
0.858586;-0.790057;325.294;0.317485;52.4138;0.317485;7.74391;0.938415
0.959596;-0.863599;387.668;0.333205;57.53;0.333205;6.31772;0.71367
1.06061;-0.943429;461.27;0.348693;62.8208;0.348693;4.9427;0.535738
1.16162;-1.02036;538.923;0.361788;67.5448;0.361788;4.34576;0.455304
1.26263;-1.10688;633.022;0.376669;73.0913;0.376669;3.59503;0.35549
1.36364;-1.17236;709.394;0.384164;75.9674;0.384164;3.05906;0.297475
1.46465;-1.24784;802.665;0.393916;79.796;0.393916;2.53186;0.238395
1.56566;-1.32059;898.303;0.402211;83.1441;0.402211;2.2029;0.201939
1.66667;-1.39295;998.535;0.409691;86.2108;0.409691;1.83664;0.163861
1.76768;-1.46286;1100.56;0.416312;88.9777;0.416312;1.56833;0.135934
1.86869;-1.53361;1209.2;0.422605;91.6688;0.422605;1.42884;0.122094
1.9697;-1.60424;1322.39;0.428481;94.2014;0.428481;1.21512;0.101728
2.07071;-1.67345;1438.48;0.4338;96.5342;0.4338;1.08456;0.0891687
2.17172;-1.73653;1548.58;0.437625;98.2285;0.437625;0.979344;0.079323
2.27273;-1.80601;1674.49;0.442404;100.367;0.442404;0.873711;0.0694994
2.37374;-1.86462;1784.48;0.444933;101.505;0.444933;0.773994;0.0616083
2.47475;-1.92941;1910.22;0.448605;103.172;0.448605;0.690974;0.0539245
2.57576;-1.99142;2034.72;0.451504;104.503;0.451504;0.643165;0.0499082
2.67677;-2.05626;2168.88;0.454829;106.032;0.454829;0.562503;0.042928
2.77778;-2.1205;2306.08;0.457877;107.447;0.457877;0.501045;0.0380757
2.87879;-2.18409;2446.02;0.460733;108.779;0.460733;0.439432;0.0328271
2.9798;-2.24182;2576.82;0.462473;109.598;0.462473;0.408736;0.030479
3.08081;-2.30685;2728.14;0.465362;110.963;0.465362;0.369167;0.0271216
3.18182;-2.3645;2866;0.466987;111.735;0.466987;0.342672;0.0250121
3.28283;-2.4273;3019.83;0.469346;112.857;0.469346;0.301575;0.0217083
3.38384;-2.48632;3168.27;0.471024;113.661;0.471024;0.278055;0.019955
3.48485;-2.54559;3320.81;0.472703;114.468;0.472703;0.250003;0.0179501
3.58586;-2.60299;3472.03;0.47409;115.136;0.47409;0.23004;0.01625
3.68687;-2.65833;3621.14;0.475099;115.625;0.475099;0.219401;0.0155096
3.78788;-2.71928;3788.88;0.47688;116.49;0.47688;0.202991;0.0141726
3.88889;-2.77826;3954.73;0.478335;117.197;0.478335;0.180972;0.0125269
3.9899;-2.83443;4116.06;0.479383;117.707;0.479383;0.166335;0.0114342
4.09091;-2.89318;4288.35;0.48071;118.358;0.48071;0.158228;0.0108571
4.19192;-2.94795;4452.03;0.481498;118.744;0.481498;0.144129;0.00983113
4.29293;-3.00017;4611.09;0.481958;118.97;0.481958;0.139534;0.00945916
4.39394;-3.06118;4800.26;0.483491;119.724;0.483491;0.124093;0.008365
4.49495;-3.11605;4973.56;0.484249;120.095;0.484249;0.107591;0.00718314
4.59596;-3.17141;5151.89;0.485008;120.472;0.485008;0.107296;0.00715139
4.69697;-3.22807;5337.36;0.485916;120.92;0.485916;0.0953203;0.00633692
4.79798;-3.28262;5519.29;0.486562;121.242;0.486562;0.0948364;0.00622305
4.89899;-3.33936;5711.47;0.48744;121.677;0.48744;0.0834598;0.00545171
5;-3.39462;5901.98;0.488134;122.023;0.488134;0.0792068;0.00513999
